KEY.SHIFT,1635515166.614757,True
'D',1635515166.7543025,True
'D',1635515166.8171995,False
KEY.SHIFT,1635515166.8171995,False
'A',1635515166.894337,True
'S',1635515166.9861872,True
KEY.SPACE,1635515167.0478818,True
'A',1635515167.0644972,False
'S',1635515167.1262171,False
KEY.SPACE,1635515167.1566143,False
KEY.SHIFT,1635515167.530703,True
'M',1635515167.6709898,True
'M',1635515167.7015955,False
KEY.SHIFT,1635515167.7015955,False
'A',1635515167.7670636,True
'G',1635515167.9191875,True
'A',1635515167.9359462,False
'I',1635515167.9974742,True
'G',1635515168.0296948,False
'I',1635515168.1063685,False
'S',1635515168.1501257,True
'C',1635515168.2759964,True
'H',1635515168.3201625,True
'S',1635515168.3389995,False
'C',1635515168.4168477,False
'H',1635515168.4331527,False
'E',1635515168.478383,True
KEY.SPACE,1635515168.5559819,True
'E',1635515168.5712888,False
KEY.SPACE,1635515168.6641579,False
'D',1635515169.0727448,True
'E',1635515169.2139223,True
'D',1635515169.2292988,False
'R',1635515169.3392692,True
'E',1635515169.4005754,False
KEY.SPACE,1635515169.4634573,True
'R',1635515169.4785998,False
KEY.SHIFT,1635515169.5423198,True
KEY.SPACE,1635515169.5569432,False
'W',1635515169.6526248,True
'W',1635515169.7299883,False
KEY.SHIFT,1635515169.7299883,False
'I',1635515169.7923698,True
'I',1635515169.8685484,False
'N',1635515169.9943645,True
'T',1635515170.0319786,True
'N',1635515170.0869427,False
'T',1635515170.1639872,False
'E',1635515170.1903942,True
'R',1635515170.2728355,True
'E',1635515170.3654864,False
'R',1635515170.4135175,False
'Z',1635515170.460134,True
'E',1635515170.507326,True
'Z',1635515170.5534194,False
'E',1635515170.6487148,False
'I',1635515170.6647043,True
'T',1635515170.7431278,True
'I',1635515170.7591548,False
'T',1635515170.853951,False
KEY.SPACE,1635515170.8842013,True
KEY.SPACE,1635515170.951125,False
'I',1635515171.0720756,True
'S',1635515171.1322827,True
'I',1635515171.1583767,False
'T',1635515171.2573707,True
'S',1635515171.2734952,False
'T',1635515171.3832974,False
KEY.SPACE,1635515171.3948033,True
KEY.SPACE,1635515171.4887078,False
'D',1635515171.599147,True
'D',1635515171.7016928,False
'I',1635515171.7071872,True
'E',1635515171.7990253,True
'I',1635515171.8149693,False
'E',1635515171.9092994,False
KEY.SPACE,1635515172.3287115,True
KEY.SPACE,1635515172.4236703,False
'F',1635515172.463109,True
'F',1635515172.5807455,False
'R',1635515172.6589978,True
'E',1635515172.7533226,True
'R',1635515172.7995572,False
'E',1635515172.9575121,False
'I',1635515173.050876,True
'I',1635515173.157216,False
'D',1635515173.2385247,True
'D',1635515173.3478243,False
KEY.BACKSPACE,1635515173.787606,True
KEY.BACKSPACE,1635515173.8730767,False
KEY.BACKSPACE,1635515173.9756823,True
KEY.BACKSPACE,1635515174.0310705,False
KEY.BACKSPACE,1635515174.1156998,True
KEY.BACKSPACE,1635515174.1931658,False
'I',1635515174.3918698,True
'E',1635515174.4467142,True
'I',1635515174.5077162,False
'D',1635515174.5858834,True
'E',1635515174.6018326,False
'D',1635515174.696526,False
'V',1635515175.245153,True
'V',1635515175.3551555,False
'O',1635515175.3568137,True
'O',1635515175.4332101,False
'L',1635515175.543322,True
'L',1635515175.6187294,False
'L',1635515175.6680799,True
'E',1635515175.7311873,True
'L',1635515175.7615156,False
'E',1635515175.8401175,False
KEY.SPACE,1635515175.9329164,True
KEY.SPACE,1635515176.0094275,False
KEY.SHIFT,1635515176.0722053,True
'S',1635515176.1675124,True
'S',1635515176.2225683,False
KEY.SHIFT,1635515176.2225683,False
'T',1635515176.387004,True
'I',1635515176.4663167,True
'T',1635515176.5120754,False
'I',1635515176.5435753,False
'L',1635515176.6684232,True
'L',1635515176.7141974,False
'L',1635515176.775012,True
'E',1635515176.8384128,True
'L',1635515176.8529918,False
'E',1635515176.9455776,False
"','",1635515176.9616888,True
"','",1635515177.0541117,False
KEY.SPACE,1635515177.1648362,True
KEY.SPACE,1635515177.2423897,False
'D',1635515177.2739487,True
'I',1635515177.3844724,True
'D',1635515177.3998537,False
'E',1635515177.4580758,True
'I',1635515177.4787679,False
'E',1635515177.5869303,False
KEY.SPACE,1635515177.6016757,True
KEY.SPACE,1635515177.6945038,False
'S',1635515177.7417037,True
'I',1635515177.836513,True
'S',1635515177.8677917,False
'I',1635515177.9138913,False
'C',1635515177.9596677,True
'H',1635515178.0377069,True
'C',1635515178.0528712,False
'H',1635515178.099612,False
KEY.SPACE,1635515178.2074234,True
KEY.SPACE,1635515178.2992392,False
KEY.SPACE,1635515178.4073112,True
KEY.SPACE,1635515178.4890335,False
'M',1635515178.6102715,True
'M',1635515178.6574364,False
'I',1635515178.779566,True
'T',1635515178.840769,True
'I',1635515178.8715475,False
'T',1635515178.9487107,False
KEY.SPACE,1635515179.0253103,True
'D',1635515179.09596,True
KEY.SPACE,1635515179.117566,False
'E',1635515179.1966484,True
'D',1635515179.2428584,False
'R',1635515179.320882,True
KEY.SPACE,1635515179.3669147,True
'E',1635515179.3817952,False
'R',1635515179.444879,False
KEY.SPACE,1635515179.4752724,False
