SHIFT,0.20244240760803223,-0.0628969669342041
D,0.0628969669342041,0.07713747024536133
A,0.17016029357910156,-0.07831001281738281
S,0.1400299072265625,-0.07833528518676758
SPACE,0.10873246192932129,0.37408876419067383
SHIFT,0.17089247703552246,-0.030605792999267578
M,0.030605792999267578,0.06546807289123535
A,0.1688826084136963,-0.01675868034362793
G,0.11050724983215332,-0.03222060203552246
I,0.10889434814453125,0.04375720024108887
S,0.1888737678527832,-0.0630030632019043
C,0.14085125923156738,-0.09668517112731934
H,0.11299014091491699,0.04523038864135742
E,0.09290575981140137,-0.015306949615478516
SPACE,0.10817599296569824,0.4085869789123535
D,0.1565539836883545,-0.015376567840576172
E,0.18665313720703125,-0.06130623817443848
R,0.13933062553405762,-0.015142440795898438
SPACE,0.09348583221435547,-0.014623403549194336
SHIFT,0.1876685619354248,-0.07736349105834961
W,0.07736349105834961,0.06238150596618652
I,0.07617855072021484,0.12581610679626465
N,0.09257817268371582,-0.05496406555175781
T,0.13200855255126953,0.02640700340270996
E,0.17509222030639648,-0.0926508903503418
R,0.14068198204040527,0.046616554260253906
Z,0.09328532218933105,-0.04609346389770508
E,0.1413888931274414,0.01598954200744629
I,0.09445047378540039,-0.016026973724365234
T,0.11082315444946289,0.03025031089782715
SPACE,0.06692361831665039,0.12095069885253906
I,0.08630108833312988,-0.02609395980834961
S,0.14121246337890625,-0.016124486923217773
T,0.12592673301696777,0.011505842208862305
SPACE,0.09390449523925781,0.11043930053710938
D,0.10254573822021484,0.005494356155395508
I,0.10778212547302246,-0.01594400405883789
E,0.11027407646179199,0.41941213607788086
SPACE,0.09495878219604492,0.039438724517822266
F,0.11763644218444824,0.07825231552124023
R,0.14055943489074707,-0.0462346076965332
E,0.20418953895568848,0.09336376190185547
I,0.10634016990661621,0.08130860328674316
D,0.1092996597290039,0.43978166580200195
BACKSPACE,0.08547067642211914,0.10260558128356934
BACKSPACE,0.05538821220397949,0.08462929725646973
BACKSPACE,0.07746601104736328,0.19870400428771973
I,0.11584639549255371,-0.06100201606750488
E,0.15511846542358398,-0.015949249267578125
D,0.11064267158508301,0.5486268997192383
V,0.11000251770019531,0.0016582012176513672
O,0.07639646530151367,0.11011195182800293
L,0.07540726661682129,0.04935050010681152
L,0.09343576431274414,-0.03032827377319336
E,0.10893011093139648,0.09279894828796387
SPACE,0.07651114463806152,0.06277775764465332
SHIFT,0.15036296844482422,-0.055055856704711914
S,0.055055856704711914,0.16443562507629395
T,0.12507152557373047,-0.045758724212646484
I,0.07725858688354492,0.1248478889465332
L,0.045774221420288086,0.060814619064331055
L,0.07797980308532715,-0.014579057693481445
E,0.10716485977172852,0.016111135482788086
",",0.0924229621887207,0.11072444915771484
SPACE,0.07755351066589355,0.031558990478515625
D,0.12590503692626953,-0.015381336212158203
I,0.09429550170898438,-0.020692110061645508
E,0.12885451316833496,0.014745473861694336
SPACE,0.09282803535461426,0.04719996452331543
S,0.12608790397644043,-0.03127861022949219
I,0.0773782730102539,0.0457763671875
C,0.09320354461669922,-0.015164375305175781
H,0.0619051456451416,0.10781145095825195
SPACE,0.09181571006774902,0.10807204246520996
SPACE,0.08172225952148438,0.12123799324035645
M,0.0471649169921875,0.12212967872619629
I,0.09198141098022461,-0.03077840805053711
T,0.1079416275024414,0.0765995979309082
SPACE,0.09225583076477051,-0.0216062068939209
D,0.14689850807189941,-0.04621005058288574
E,0.18514680862426758,-0.0609130859375
R,0.12399697303771973,-0.07796430587768555
SPACE,0.10835766792297363,0.0321347713470459
SHIFT,0.16519379615783691,-0.07340216636657715
S,0.07340216636657715,0.0055353641510009766
C,0.13614964485168457,-0.0903317928314209
H,0.08934617042541504,0.10612750053405762
N,0.07206535339355469,-0.004231691360473633
E,0.1089775562286377,0.34082937240600586
E,0.14016342163085938,0.15442276000976562
D,0.10886168479919434,0.01468658447265625
E,0.18494248390197754,-0.03011631965637207
C,0.15250396728515625,-0.03731274604797363
K,0.09934782981872559,0.12386536598205566
SPACE,0.0627129077911377,0.4317898750305176
Ü,0.0791478157043457,0.20885181427001953
B,0.06822800636291504,-0.06642603874206543
E,0.08247900009155273,-0.04642629623413086
R,0.15069365501403809,-0.00213623046875
SPACE,0.08226823806762695,-0.01600956916809082
A,0.1400890350341797,0.06248140335083008
L,0.061960458755493164,0.09256815910339355
L,0.07707357406616211,0.031630516052246094
E,0.09194564819335938,0.47054553031921387
S,0.1064915657043457,0.04399251937866211
SPACE,0.09203195571899414,0.18733739852905273
L,0.09253787994384766,-0.04630279541015625
E,0.1657874584197998,-0.026062488555908203
G,0.10963582992553711,0.10758662223815918
T,0.10663795471191406,0.29498839378356934
.,0.0908510684967041,0.1396617889404297
SPACE,0.09120774269104004,-0.04620480537414551
SHIFT,0.1571025848388672,-0.06386590003967285
D,0.06386590003967285,0.06315350532531738
I,0.08772611618041992,-0.005367755889892578
E,0.09876132011413574,0.09438014030456543
SPACE,0.09020709991455078,0.5747039318084717
SHIFT,0.17051911354064941,-0.07620072364807129
N,0.07620072364807129,0.06269335746765137
A,0.14046049118041992,-0.016308069229125977
T,0.13928651809692383,-0.012689590454101562
U,0.08340620994567871,0.0065228939056396484
R,0.10968899726867676,0.061797142028808594
SPACE,0.0835108757019043,0.6415693759918213
B,0.11089515686035156,-0.033156394958496094
E,0.1233363151550293,0.01625370979309082
R,0.1644730567932129,-0.05051398277282715
E,0.13345980644226074,-0.07953310012817383
I,0.09392428398132324,0.02796149253845215
T,0.1266014575958252,0.014779806137084961
E,0.16929197311401367,-0.06108736991882324
T,0.10735559463500977,0.014624834060668945
SPACE,0.09148645401000977,0.1086418628692627
S,0.12346792221069336,-0.0332181453704834
I,0.09462523460388184,0.015213966369628906
C,0.12383055686950684,-0.0157010555267334
H,0.0941154956817627,0.3702712059020996
SPACE,0.09206628799438477,0.008634805679321289
R,0.16134858131408691,-0.07667827606201172
E,0.15452933311462402,0.26698827743530273
C,0.14083266258239746,-0.007441043853759766
H,0.08525705337524414,0.09277844429016113
T,0.10921716690063477,0.4688079357147217
Z,0.10364699363708496,-0.030155420303344727
E,0.12293362617492676,0.018826007843017578
I,0.09705781936645508,0.007563114166259766
T,0.10816359519958496,-0.014730453491210938
I,0.09190654754638672,0.05687141418457031
G,0.12573981285095215,0.006124734878540039
